timestamp,close
2025-03-07 07:08:00,88324.85
2025-03-07 07:09:00,88447.9
2025-03-07 07:10:00,88470.86
2025-03-07 07:11:00,88586.15
2025-03-07 07:12:00,88520.01
2025-03-07 07:13:00,88574.68
2025-03-07 07:14:00,88541.0
2025-03-07 07:15:00,88492.0
2025-03-07 07:16:00,88488.41
2025-03-07 07:17:00,88487.64
2025-03-07 07:18:00,88496.63
2025-03-07 07:19:00,88473.94
2025-03-07 07:20:00,88564.53
2025-03-07 07:21:00,88561.69
2025-03-07 07:22:00,88516.13
2025-03-07 07:23:00,88458.95
2025-03-07 07:24:00,88435.91
2025-03-07 07:25:00,88524.26
2025-03-07 07:26:00,88484.01
2025-03-07 07:27:00,88450.0
2025-03-07 07:28:00,88476.25
2025-03-07 07:29:00,88453.39
2025-03-07 07:30:00,88478.61
2025-03-07 07:31:00,88476.71
2025-03-07 07:32:00,88363.83
2025-03-07 07:33:00,88396.09
2025-03-07 07:34:00,88292.11
2025-03-07 07:35:00,88323.99
2025-03-07 07:36:00,88378.21
2025-03-07 07:37:00,88297.18
2025-03-07 07:38:00,88215.5
2025-03-07 07:39:00,88177.03
2025-03-07 07:40:00,88162.0
2025-03-07 07:41:00,88196.61
2025-03-07 07:42:00,88242.7
2025-03-07 07:43:00,88187.01
2025-03-07 07:44:00,88225.69
2025-03-07 07:45:00,88309.72
2025-03-07 07:46:00,88341.86
2025-03-07 07:47:00,88284.13
2025-03-07 07:48:00,88282.0
2025-03-07 07:49:00,88231.49
2025-03-07 07:50:00,88205.89
2025-03-07 07:51:00,88264.83
2025-03-07 07:52:00,88245.38
2025-03-07 07:53:00,88223.03
2025-03-07 07:54:00,88309.2
2025-03-07 07:55:00,88218.97
2025-03-07 07:56:00,88288.26
2025-03-07 07:57:00,88302.82
2025-03-07 07:58:00,88294.09
2025-03-07 07:59:00,88365.18
2025-03-07 08:00:00,88314.1
2025-03-07 08:01:00,88304.09
2025-03-07 08:02:00,88385.67
2025-03-07 08:03:00,88355.46
2025-03-07 08:04:00,88247.74
2025-03-07 08:05:00,88247.27
2025-03-07 08:06:00,88165.6
2025-03-07 08:07:00,88131.31
2025-03-07 08:08:00,88161.99
2025-03-07 08:09:00,88149.35
2025-03-07 08:10:00,88017.52
2025-03-07 08:11:00,88020.25
2025-03-07 08:12:00,87993.06
2025-03-07 08:13:00,88096.88
2025-03-07 08:14:00,88190.51
2025-03-07 08:15:00,88157.14
2025-03-07 08:16:00,88201.12
2025-03-07 08:17:00,88181.98
2025-03-07 08:18:00,88163.2
2025-03-07 08:19:00,88112.41
2025-03-07 08:20:00,88056.72
2025-03-07 08:21:00,88020.93
2025-03-07 08:22:00,88065.61
2025-03-07 08:23:00,88113.99
2025-03-07 08:24:00,88088.85
2025-03-07 08:25:00,88062.86
2025-03-07 08:26:00,88093.63
2025-03-07 08:27:00,88054.86
2025-03-07 08:28:00,88094.39
2025-03-07 08:29:00,88139.78
2025-03-07 08:30:00,88153.99
2025-03-07 08:31:00,88075.35
2025-03-07 08:32:00,88087.97
2025-03-07 08:33:00,88103.99
2025-03-07 08:34:00,88056.13
2025-03-07 08:35:00,88077.49
2025-03-07 08:36:00,88050.23
2025-03-07 08:37:00,88106.49
2025-03-07 08:38:00,88063.2
2025-03-07 08:39:00,88058.48
2025-03-07 08:40:00,88085.86
2025-03-07 08:41:00,88080.66
2025-03-07 08:42:00,88048.62
2025-03-07 08:43:00,88092.66
2025-03-07 08:44:00,88174.94
2025-03-07 08:45:00,88132.36
2025-03-07 08:46:00,88149.87
2025-03-07 08:47:00,88205.99
2025-03-07 08:48:00,88308.39
2025-03-07 08:49:00,88404.17
2025-03-07 08:50:00,88433.93
2025-03-07 08:51:00,88435.08
2025-03-07 08:52:00,88245.26
2025-03-07 08:53:00,88262.44
2025-03-07 08:54:00,88242.64
2025-03-07 08:55:00,88239.57
2025-03-07 08:56:00,88443.1
2025-03-07 08:57:00,88424.22
2025-03-07 08:58:00,88402.58
2025-03-07 08:59:00,88365.78
2025-03-07 09:00:00,88445.32
2025-03-07 09:01:00,88444.33
2025-03-07 09:02:00,88392.44
2025-03-07 09:03:00,88535.5
2025-03-07 09:04:00,88505.73
2025-03-07 09:05:00,88576.86
2025-03-07 09:06:00,88535.77
2025-03-07 09:07:00,88430.65
2025-03-07 09:08:00,88476.47
2025-03-07 09:09:00,88451.31
2025-03-07 09:10:00,88512.1
2025-03-07 09:11:00,88515.05
2025-03-07 09:12:00,88576.75
2025-03-07 09:13:00,88631.81
2025-03-07 09:14:00,88660.62
2025-03-07 09:15:00,88571.99
2025-03-07 09:16:00,88562.36
2025-03-07 09:17:00,88509.88
2025-03-07 09:18:00,88594.61
2025-03-07 09:19:00,88530.32
2025-03-07 09:20:00,88583.44
2025-03-07 09:21:00,88887.98
2025-03-07 09:22:00,88854.01
2025-03-07 09:23:00,88812.0
2025-03-07 09:24:00,88812.63
2025-03-07 09:25:00,88821.64
2025-03-07 09:26:00,88830.04
2025-03-07 09:27:00,88946.41
2025-03-07 09:28:00,89086.27
2025-03-07 09:29:00,89273.61
2025-03-07 09:30:00,89228.0
2025-03-07 09:31:00,89322.0
2025-03-07 09:32:00,89479.89
2025-03-07 09:33:00,89573.42
2025-03-07 09:34:00,89450.7
2025-03-07 09:35:00,89263.91
2025-03-07 09:36:00,89143.29
2025-03-07 09:37:00,89144.0
2025-03-07 09:38:00,89092.0
2025-03-07 09:39:00,89192.0
2025-03-07 09:40:00,89105.95
2025-03-07 09:41:00,89034.98
2025-03-07 09:42:00,88971.97
2025-03-07 09:43:00,88997.85
2025-03-07 09:44:00,88930.22
2025-03-07 09:45:00,89060.0
2025-03-07 09:46:00,88961.99
2025-03-07 09:47:00,89071.36
2025-03-07 09:48:00,89126.21
2025-03-07 09:49:00,89178.66
2025-03-07 09:50:00,89120.44
2025-03-07 09:51:00,89024.77
2025-03-07 09:52:00,89032.07
2025-03-07 09:53:00,89006.91
2025-03-07 09:54:00,89056.0
2025-03-07 09:55:00,89029.51
2025-03-07 09:56:00,88974.21
2025-03-07 09:57:00,88945.25
2025-03-07 09:58:00,88944.02
2025-03-07 09:59:00,88933.7
2025-03-07 10:00:00,88866.05
2025-03-07 10:01:00,88836.46
2025-03-07 10:02:00,88901.9
2025-03-07 10:03:00,88815.77
2025-03-07 10:04:00,88769.26
2025-03-07 10:05:00,88884.0
2025-03-07 10:06:00,88967.05
2025-03-07 10:07:00,88950.09
2025-03-07 10:08:00,88941.33
2025-03-07 10:09:00,88933.0
2025-03-07 10:10:00,89007.48
2025-03-07 10:11:00,88962.6
2025-03-07 10:12:00,89013.68
2025-03-07 10:13:00,88962.65
2025-03-07 10:14:00,88943.74
2025-03-07 10:15:00,88824.69
2025-03-07 10:16:00,88908.55
2025-03-07 10:17:00,89048.82
2025-03-07 10:18:00,89088.23
2025-03-07 10:19:00,89098.25
2025-03-07 10:20:00,89120.84
2025-03-07 10:21:00,89016.57
2025-03-07 10:22:00,89023.53
2025-03-07 10:23:00,89079.44
2025-03-07 10:24:00,89084.4
2025-03-07 10:25:00,89093.78
2025-03-07 10:26:00,89058.14
2025-03-07 10:27:00,89030.01
2025-03-07 10:28:00,88972.07
2025-03-07 10:29:00,89045.7
2025-03-07 10:30:00,89099.99
2025-03-07 10:31:00,89042.55
2025-03-07 10:32:00,89015.29
2025-03-07 10:33:00,89089.67
2025-03-07 10:34:00,89058.65
2025-03-07 10:35:00,89187.73
2025-03-07 10:36:00,89159.75
2025-03-07 10:37:00,89175.6
2025-03-07 10:38:00,89199.98
2025-03-07 10:39:00,89194.36
2025-03-07 10:40:00,89227.81
2025-03-07 10:41:00,89150.21
2025-03-07 10:42:00,89207.07
2025-03-07 10:43:00,89187.85
2025-03-07 10:44:00,89125.01
2025-03-07 10:45:00,89150.0
2025-03-07 10:46:00,89226.76
2025-03-07 10:47:00,89213.99
2025-03-07 10:48:00,89219.96
2025-03-07 10:49:00,89253.06
2025-03-07 10:50:00,89229.02
2025-03-07 10:51:00,89201.12
2025-03-07 10:52:00,89240.7
2025-03-07 10:53:00,89262.3
2025-03-07 10:54:00,89285.27
2025-03-07 10:55:00,89275.94
2025-03-07 10:56:00,89266.29
2025-03-07 10:57:00,89206.39
2025-03-07 10:58:00,89189.53
2025-03-07 10:59:00,89263.4
2025-03-07 11:00:00,89165.96
2025-03-07 11:01:00,89201.71
2025-03-07 11:02:00,89170.5
2025-03-07 11:03:00,89132.3
2025-03-07 11:04:00,89131.63
2025-03-07 11:05:00,89146.22
2025-03-07 11:06:00,89136.17
2025-03-07 11:07:00,89079.99
2025-03-07 11:08:00,89069.54
2025-03-07 11:09:00,89199.99
2025-03-07 11:10:00,89408.94
2025-03-07 11:11:00,89305.42
2025-03-07 11:12:00,89405.14
2025-03-07 11:13:00,89324.06
2025-03-07 11:14:00,89150.93
2025-03-07 11:15:00,89220.49
2025-03-07 11:16:00,89217.89
2025-03-07 11:17:00,89275.13
2025-03-07 11:18:00,89318.71
2025-03-07 11:19:00,89281.81
2025-03-07 11:20:00,89337.09
2025-03-07 11:21:00,89360.13
2025-03-07 11:22:00,89291.0
2025-03-07 11:23:00,89199.7
2025-03-07 11:24:00,89192.05
2025-03-07 11:25:00,89226.93
2025-03-07 11:26:00,89172.45
2025-03-07 11:27:00,89178.9
2025-03-07 11:28:00,89147.71
2025-03-07 11:29:00,89097.32
2025-03-07 11:30:00,89042.48
2025-03-07 11:31:00,88987.44
2025-03-07 11:32:00,88987.31
2025-03-07 11:33:00,89072.54
2025-03-07 11:34:00,89064.75
2025-03-07 11:35:00,89061.54
2025-03-07 11:36:00,89067.59
2025-03-07 11:37:00,89002.5
2025-03-07 11:38:00,89011.16
2025-03-07 11:39:00,89090.03
2025-03-07 11:40:00,89050.24
2025-03-07 11:41:00,88990.39
2025-03-07 11:42:00,88980.05
2025-03-07 11:43:00,88999.99
2025-03-07 11:44:00,89016.96
2025-03-07 11:45:00,89034.1
2025-03-07 11:46:00,88962.09
2025-03-07 11:47:00,88983.4
2025-03-07 11:48:00,89004.69
2025-03-07 11:49:00,88886.74
2025-03-07 11:50:00,88921.94
2025-03-07 11:51:00,88955.86
2025-03-07 11:52:00,88971.62
2025-03-07 11:53:00,89000.0
2025-03-07 11:54:00,88941.17
2025-03-07 11:55:00,88879.34
2025-03-07 11:56:00,88885.27
2025-03-07 11:57:00,88909.61
2025-03-07 11:58:00,88940.0
2025-03-07 11:59:00,88966.96
2025-03-07 12:00:00,88948.0
2025-03-07 12:01:00,88980.67
2025-03-07 12:02:00,88885.66
2025-03-07 12:03:00,88941.18
2025-03-07 12:04:00,89016.68
2025-03-07 12:05:00,89045.05
2025-03-07 12:06:00,89144.29
2025-03-07 12:07:00,89137.62
2025-03-07 12:08:00,89101.16
2025-03-07 12:09:00,89138.46
2025-03-07 12:10:00,89180.01
2025-03-07 12:11:00,89200.01
2025-03-07 12:12:00,89209.75
2025-03-07 12:13:00,89255.3
2025-03-07 12:14:00,89199.43
2025-03-07 12:15:00,89193.92
2025-03-07 12:16:00,89112.0
2025-03-07 12:17:00,89190.31
2025-03-07 12:18:00,89092.66
2025-03-07 12:19:00,89041.1
2025-03-07 12:20:00,89041.11
2025-03-07 12:21:00,89016.77
2025-03-07 12:22:00,89031.45
2025-03-07 12:23:00,89045.42
2025-03-07 12:24:00,89046.45
2025-03-07 12:25:00,89153.01
2025-03-07 12:26:00,89126.0
2025-03-07 12:27:00,89126.01
2025-03-07 12:28:00,89160.06
2025-03-07 12:29:00,89183.9
2025-03-07 12:30:00,89068.58
2025-03-07 12:31:00,89091.97
2025-03-07 12:32:00,89197.99
2025-03-07 12:33:00,89117.11
2025-03-07 12:34:00,89080.56
2025-03-07 12:35:00,89016.49
2025-03-07 12:36:00,89099.99
2025-03-07 12:37:00,89017.64
2025-03-07 12:38:00,88900.0
2025-03-07 12:39:00,88861.84
2025-03-07 12:40:00,88938.01
2025-03-07 12:41:00,88865.77
2025-03-07 12:42:00,88738.38
2025-03-07 12:43:00,88416.01
2025-03-07 12:44:00,88455.99
2025-03-07 12:45:00,88633.7
2025-03-07 12:46:00,88741.65
2025-03-07 12:47:00,88738.0
2025-03-07 12:48:00,88645.85
2025-03-07 12:49:00,88759.98
2025-03-07 12:50:00,88706.1
2025-03-07 12:51:00,88882.84
2025-03-07 12:52:00,88827.45
2025-03-07 12:53:00,88838.06
2025-03-07 12:54:00,88852.73
2025-03-07 12:55:00,89060.12
2025-03-07 12:56:00,88932.86
2025-03-07 12:57:00,89061.32
2025-03-07 12:58:00,89119.78
2025-03-07 12:59:00,89051.13
2025-03-07 13:00:00,89006.4
2025-03-07 13:01:00,89072.25
2025-03-07 13:02:00,89132.01
2025-03-07 13:03:00,89175.0
2025-03-07 13:04:00,89098.64
2025-03-07 13:05:00,89080.46
2025-03-07 13:06:00,89214.29
2025-03-07 13:07:00,89276.98
2025-03-07 13:08:00,89451.27
2025-03-07 13:09:00,89380.22
2025-03-07 13:10:00,89529.75
2025-03-07 13:11:00,89761.25
2025-03-07 13:12:00,89763.98
2025-03-07 13:13:00,89689.39
2025-03-07 13:14:00,89448.66
2025-03-07 13:15:00,89336.39
2025-03-07 13:16:00,89399.21
2025-03-07 13:17:00,89400.03
2025-03-07 13:18:00,89328.12
2025-03-07 13:19:00,89317.29
2025-03-07 13:20:00,89387.91
2025-03-07 13:21:00,89289.42
2025-03-07 13:22:00,89306.0
2025-03-07 13:23:00,89367.24
2025-03-07 13:24:00,89493.89
2025-03-07 13:25:00,89288.0
2025-03-07 13:26:00,89309.91
2025-03-07 13:27:00,89259.83
2025-03-07 13:28:00,89204.96
2025-03-07 13:29:00,89430.96
2025-03-07 13:30:00,90096.9
2025-03-07 13:31:00,89893.75
2025-03-07 13:32:00,89540.0
2025-03-07 13:33:00,89648.95
2025-03-07 13:34:00,89800.83
2025-03-07 13:35:00,89760.27
2025-03-07 13:36:00,89988.0
2025-03-07 13:37:00,90200.0
2025-03-07 13:38:00,90275.09
2025-03-07 13:39:00,90166.0
2025-03-07 13:40:00,89990.5
2025-03-07 13:41:00,89905.51
2025-03-07 13:42:00,89959.42
2025-03-07 13:43:00,90061.45
2025-03-07 13:44:00,90103.76
2025-03-07 13:45:00,90113.88
2025-03-07 13:46:00,89868.0
2025-03-07 13:47:00,89841.77
2025-03-07 13:48:00,89783.56
2025-03-07 13:49:00,89774.73
2025-03-07 13:50:00,89830.48
2025-03-07 13:51:00,89697.6
2025-03-07 13:52:00,89779.36
2025-03-07 13:53:00,89780.78
2025-03-07 13:54:00,89647.77
2025-03-07 13:55:00,89604.61
2025-03-07 13:56:00,89451.82
2025-03-07 13:57:00,89540.68
2025-03-07 13:58:00,89422.17
2025-03-07 13:59:00,89135.98
2025-03-07 14:00:00,89410.01
2025-03-07 14:01:00,89407.03
2025-03-07 14:02:00,89598.0
2025-03-07 14:03:00,89567.76
2025-03-07 14:04:00,89682.24
2025-03-07 14:05:00,89646.29
2025-03-07 14:06:00,89682.01
2025-03-07 14:07:00,89705.18
2025-03-07 14:08:00,89658.7
2025-03-07 14:09:00,89523.4
2025-03-07 14:10:00,89470.54
2025-03-07 14:11:00,89605.41
2025-03-07 14:12:00,89587.78
2025-03-07 14:13:00,89513.22
2025-03-07 14:14:00,89404.17
2025-03-07 14:15:00,89477.99
2025-03-07 14:16:00,89472.16
2025-03-07 14:17:00,89557.4
2025-03-07 14:18:00,89675.5
2025-03-07 14:19:00,89608.59
2025-03-07 14:20:00,89455.01
2025-03-07 14:21:00,89426.18
2025-03-07 14:22:00,89262.56
2025-03-07 14:23:00,89196.63
2025-03-07 14:24:00,89300.0
2025-03-07 14:25:00,89174.62
2025-03-07 14:26:00,89051.44
2025-03-07 14:27:00,88995.35
2025-03-07 14:28:00,89081.7
2025-03-07 14:29:00,89125.99
2025-03-07 14:30:00,89104.99
2025-03-07 14:31:00,89021.39
2025-03-07 14:32:00,88972.98
2025-03-07 14:33:00,88983.68
2025-03-07 14:34:00,89068.82
2025-03-07 14:35:00,89228.01
2025-03-07 14:36:00,88996.77
2025-03-07 14:37:00,88924.83
2025-03-07 14:38:00,89271.96
2025-03-07 14:39:00,89113.84
2025-03-07 14:40:00,89346.15
2025-03-07 14:41:00,89587.09
2025-03-07 14:42:00,89652.01
2025-03-07 14:43:00,90223.73
2025-03-07 14:44:00,89949.6
2025-03-07 14:45:00,90395.47
2025-03-07 14:46:00,90513.0
2025-03-07 14:47:00,90889.03
2025-03-07 14:48:00,90642.01
2025-03-07 14:49:00,90676.91
2025-03-07 14:50:00,90673.36
2025-03-07 14:51:00,90897.03
2025-03-07 14:52:00,90881.84
2025-03-07 14:53:00,90971.59
2025-03-07 14:54:00,90870.0
2025-03-07 14:55:00,91080.03
2025-03-07 14:56:00,90757.35
2025-03-07 14:57:00,90844.96
2025-03-07 14:58:00,90479.98
2025-03-07 14:59:00,90440.74
2025-03-07 15:00:00,90288.65
2025-03-07 15:01:00,90666.64
2025-03-07 15:02:00,90604.45
2025-03-07 15:03:00,90637.81
2025-03-07 15:04:00,90679.99
2025-03-07 15:05:00,90636.04
2025-03-07 15:06:00,90657.99
2025-03-07 15:07:00,90573.53
2025-03-07 15:08:00,90572.01
2025-03-07 15:09:00,90587.16
2025-03-07 15:10:00,90444.96
2025-03-07 15:11:00,90258.98
2025-03-07 15:12:00,90192.01
2025-03-07 15:13:00,90001.99
2025-03-07 15:14:00,90022.06
2025-03-07 15:15:00,89770.24
2025-03-07 15:16:00,89682.79
2025-03-07 15:17:00,89445.99
2025-03-07 15:18:00,89567.56
2025-03-07 15:19:00,89622.0
2025-03-07 15:20:00,89662.2
2025-03-07 15:21:00,89625.96
2025-03-07 15:22:00,89464.17
2025-03-07 15:23:00,89777.99
2025-03-07 15:24:00,89745.69
2025-03-07 15:25:00,89568.35
2025-03-07 15:26:00,89562.33
2025-03-07 15:27:00,89417.97
